date;mois;jour_semaine;admissions_urgences;lits_occupes;lits_total;taux_occupation;sorties_patient;duree_sejour_moyen;revenus_jour;grippe_saison;epidemies;temperature;urgences_pediatriques;reanimation_occupes;stock_masques;stock_oxygene;stock_medicaments;stock_consommables;stocks_materiel;ide_dispo;medecins_dispo;personnel_dispo;personnel_rea;absences_personnel;conso_masques_par_patient;conso_masques_jour;conso_oxygene_par_patient;conso_oxygene_jour;ratio_ide_patients;besoins_ide;deficit_ide;ratio_medecins_patients;besoins_medecins;deficit_medecins;alerte_stocks;alerte_personnel;alerte_saturation;scenario;vacances_zone_c;nom_vacances;trend_fievre;trend_covid;trend_gastro;trend_grippe;trend_toux
13/07/2021;7;1;202;914;1800;50.8;211;3.6;169558;42;0;13.5;75;91;3002;1382;6644;1762;70.8;222;131;353;54;20;5.1;1030;2.5;505;0.8;162;0;0.3;61;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
14/07/2021;7;2;207;905;1800;50.3;176;3.4;187552;34;0;7.4;76;90;2419;1502;7947;2056;62.3;255;120;375;58;14;6.7;1387;3.7;766;0.8;166;0;0.3;62;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
15/07/2021;7;3;207;917;1800;50.9;191;2.0;206591;20;0;12.6;71;91;3737;1479;7929;1738;65.9;224;120;344;67;15;8.5;1760;2.1;435;0.8;166;0;0.3;62;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
16/07/2021;7;4;206;926;1800;51.4;181;2.4;234554;36;0;11.4;66;92;3458;1445;8293;1964;42.3;251;118;369;52;18;5.6;1154;4.0;824;0.8;165;0;0.3;62;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
17/07/2021;7;5;183;911;1800;50.6;212;4.2;183378;25;0;7.3;79;91;3680;1371;8485;1937;68.7;215;90;305;47;14;7.4;1354;2.4;439;0.8;146;0;0.3;55;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
18/07/2021;7;6;184;892;1800;49.6;203;6.6;202255;23;0;5.8;45;89;3515;1370;7745;2018;82.3;247;103;350;52;12;8.5;1564;2.8;515;0.8;147;0;0.3;55;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
19/07/2021;7;0;185;883;1800;49.1;198;3.7;158283;35;0;11.4;65;88;2948;1434;6673;1549;62.1;271;130;401;56;16;8.1;1498;1.8;333;0.8;148;0;0.3;56;0;0;0;0;normal;True;Vacances d'été;1;75;1;1;1
20/07/2021;7;1;201;883;1800;49.1;184;3.4;181094;23;0;6.2;69;88;3548;1431;7136;2002;55.9;241;129;370;56;18;8.2;1648;2.9;583;0.8;161;0;0.3;60;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
21/07/2021;7;2;184;868;1800;48.2;160;2.7;201059;33;0;13.2;75;86;3830;1363;8465;2047;65.7;236;137;373;55;15;11.2;2061;3.9;718;0.8;147;0;0.3;55;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
22/07/2021;7;3;196;861;1800;47.8;216;4.5;169715;29;0;5.3;56;86;2997;1600;9131;1565;57.8;270;127;397;56;18;8.5;1666;3.4;666;0.8;157;0;0.3;59;0;0;0;0;normal;True;Vacances d'été;1;75;1;1;1
23/07/2021;7;4;205;860;1800;47.8;202;6.3;192811;26;0;9.9;58;86;3345;1319;6561;2077;55.7;243;126;369;62;16;11.6;2378;2.1;430;0.8;164;0;0.3;62;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
24/07/2021;7;5;198;870;1800;48.3;176;7.5;179377;38;0;6.8;75;87;3091;1210;6592;2257;66.5;245;97;342;59;16;6.0;1188;2.6;515;0.8;158;0;0.3;59;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
25/07/2021;7;6;176;865;1800;48.1;184;4.9;165430;30;0;8.2;75;86;3484;1591;6628;2214;74.9;219;82;301;65;14;7.0;1232;2.6;458;0.8;141;0;0.3;53;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
26/07/2021;7;0;190;868;1800;48.2;155;4.7;205833;24;0;5.2;71;86;2912;1806;7106;2285;68.0;264;110;374;54;16;9.6;1824;1.7;323;0.8;152;0;0.3;57;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
27/07/2021;7;1;165;845;1800;46.9;153;3.7;156278;36;0;7.1;62;84;3545;1271;8778;2016;61.1;220;103;323;57;18;7.0;1155;3.7;610;0.8;132;0;0.3;50;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
28/07/2021;7;2;180;842;1800;46.8;177;3.9;183979;39;0;-2.6;75;84;4373;1434;8892;2036;62.2;245;143;388;64;19;7.4;1332;2.5;450;0.8;144;0;0.3;54;0;0;0;0;normal;True;Vacances d'été;1;75;1;1;1
29/07/2021;7;3;182;833;1800;46.3;156;5.4;152875;22;0;4.3;84;83;3293;1666;6153;2112;69.8;230;114;344;60;13;11.3;2057;2.7;491;0.8;146;0;0.3;55;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
30/07/2021;7;4;176;814;1800;45.2;210;4.0;197473;33;0;5.0;66;81;3251;1585;6923;2163;73.6;220;99;319;53;18;8.8;1549;2.2;387;0.8;141;0;0.3;53;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
31/07/2021;7;5;169;796;1800;44.2;150;4.3;160204;37;0;6.9;71;79;3338;1617;6858;1450;67.9;202;92;294;52;17;7.3;1234;1.9;321;0.8;135;0;0.3;51;0;0;0;0;grève;True;Vacances d'été;1;75;1;1;1
01/08/2021;8;6;169;791;1800;43.9;150;4.5;179041;27;0;12.3;64;79;3552;1499;7277;1878;62.4;246;113;359;52;19;10.4;1758;3.8;642;0.8;135;0;0.3;51;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
02/08/2021;8;0;184;788;1800;43.8;162;3.6;200589;25;0;4.1;67;78;4424;916;7614;2380;73.1;240;129;369;47;16;5.5;1012;1.6;294;0.8;147;0;0.3;55;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
03/08/2021;8;1;182;798;1800;44.3;201;4.4;160863;29;0;12.4;73;79;4246;1505;7498;1855;81.7;260;129;389;62;13;8.9;1620;2.5;455;0.8;146;0;0.3;55;0;0;0;0;normal;True;Vacances d'été;1;53;1;0;1
04/08/2021;8;2;185;802;1800;44.6;179;2.0;213466;24;0;3.2;80;80;3448;1519;8191;2000;75.7;267;118;385;57;14;5.7;1054;3.3;610;0.8;148;0;0.3;56;0;0;0;0;normal;True;Vacances d'été;1;53;1;0;1
05/08/2021;8;3;187;805;1800;44.7;191;5.3;195694;26;0;2.1;65;80;3182;1664;6214;2049;82.2;259;118;377;65;16;6.2;1159;2.3;430;0.8;150;0;0.3;56;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
06/08/2021;8;4;177;806;1800;44.8;150;8.0;171954;25;0;-1.2;80;80;2703;1318;7459;1712;63.2;250;130;380;67;14;5.4;956;2.6;460;0.8;142;0;0.3;53;0;0;0;0;normal;True;Vacances d'été;1;53;1;0;1
07/08/2021;8;5;151;794;1800;44.1;150;3.7;131813;31;0;8.6;63;79;3336;1883;9281;2719;81.1;209;98;307;59;17;11.3;1706;2.9;438;0.8;121;0;0.3;45;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
08/08/2021;8;6;160;788;1800;43.8;156;5.1;188307;33;0;6.4;78;78;2732;1457;9203;2190;81.5;211;101;312;51;18;5.3;848;4.0;640;0.8;128;0;0.3;48;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
09/08/2021;8;0;159;772;1800;42.9;179;5.8;175222;26;0;8.1;69;77;4098;1426;9423;1948;67.5;272;139;411;66;16;8.6;1367;3.4;541;0.8;127;0;0.3;48;0;0;0;0;normal;True;Vacances d'été;1;53;1;0;1
10/08/2021;8;1;173;766;1800;42.6;199;6.4;152795;33;0;6.3;70;76;4283;1336;8238;2329;62.3;262;91;353;58;14;6.6;1142;3.9;675;0.8;138;0;0.3;52;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
11/08/2021;8;2;181;764;1800;42.4;151;4.1;169250;25;0;5.6;58;76;3364;1666;7303;2005;59.7;227;116;343;58;18;7.7;1394;3.2;579;0.8;145;0;0.3;54;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
12/08/2021;8;3;168;752;1800;41.8;170;2.0;188810;26;0;6.7;63;75;3847;1276;8123;2177;69.0;241;129;370;59;17;8.5;1428;2.2;370;0.8;134;0;0.3;50;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
13/08/2021;8;4;178;752;1800;41.8;207;4.9;191932;25;0;14.0;66;75;3031;1592;9886;2532;55.9;272;114;386;58;19;8.2;1460;2.2;392;0.8;142;0;0.3;53;0;0;0;0;normal;True;Vacances d'été;1;53;1;0;1
14/08/2021;8;5;141;746;1800;41.4;150;4.7;155990;34;0;3.4;70;74;2902;1415;7883;2132;88.1;226;98;324;50;18;10.2;1438;3.6;508;0.8;113;0;0.3;42;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
15/08/2021;8;6;169;752;1800;41.8;191;4.0;165025;28;0;13.4;53;75;3675;1484;9438;2497;59.3;184;93;277;53;12;11.4;1927;2.6;439;0.8;135;0;0.3;51;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
16/08/2021;8;0;171;759;1800;42.2;150;4.3;185807;25;0;8.4;69;75;3823;1182;5998;2042;72.6;259;97;356;59;14;7.1;1214;2.4;410;0.8;137;0;0.3;51;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
17/08/2021;8;1;136;735;1800;40.8;159;4.7;129825;35;0;6.4;55;73;4763;1749;8825;2340;57.4;234;137;371;58;11;5.2;707;3.9;530;0.8;109;0;0.3;41;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
18/08/2021;8;2;159;721;1800;40.1;174;5.0;140636;27;0;7.0;58;72;4759;1492;8609;2295;87.7;252;101;353;52;9;11.3;1797;1.5;238;0.8;127;0;0.3;48;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
19/08/2021;8;3;139;703;1800;39.1;163;5.0;146377;33;0;-8.1;67;70;3748;1694;8630;2201;85.0;256;100;356;54;6;11.9;1654;2.8;389;0.8;111;0;0.3;42;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
20/08/2021;8;4;159;690;1800;38.3;170;4.2;189274;35;0;3.5;55;69;4184;1487;8443;1899;58.6;240;124;364;58;16;8.0;1272;3.4;541;0.8;127;0;0.3;48;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
21/08/2021;8;5;167;707;1800;39.3;157;5.1;154348;24;0;1.8;62;70;3821;1604;8414;2300;72.4;212;94;306;52;15;8.2;1369;3.3;551;0.8;134;0;0.3;50;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
22/08/2021;8;6;153;697;1800;38.7;179;4.1;150611;25;0;12.8;72;69;3777;1531;8619;2571;70.5;248;102;350;53;13;6.0;918;2.4;367;0.8;122;0;0.3;46;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
23/08/2021;8;0;145;680;1800;37.8;150;5.5;155092;24;0;2.8;84;68;3821;1713;7995;2463;75.1;237;118;355;57;16;8.3;1204;2.8;406;0.8;116;0;0.3;44;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
24/08/2021;8;1;159;695;1800;38.6;150;3.6;161640;35;0;4.0;76;69;3655;1629;7875;2384;76.5;238;139;377;55;18;7.1;1129;1.5;238;0.8;127;0;0.3;48;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
25/08/2021;8;2;164;698;1800;38.8;177;4.6;186529;29;0;3.8;61;69;3637;1547;6943;2042;64.1;257;119;376;60;17;12.0;1968;2.8;459;0.8;131;0;0.3;49;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
26/08/2021;8;3;152;706;1800;39.2;168;2.1;167914;32;0;-1.3;78;70;4612;1363;8761;2446;72.2;235;121;356;52;20;6.3;958;3.0;456;0.8;122;0;0.3;46;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
27/08/2021;8;4;150;701;1800;38.9;175;3.9;123498;32;0;1.6;72;70;3907;1462;9241;2357;58.5;258;132;390;58;18;7.7;1155;3.7;555;0.8;120;0;0.3;45;0;0;0;0;normal;True;Vacances d'été;1;53;1;0;1
28/08/2021;8;5;138;682;1800;37.9;150;5.4;165513;24;0;7.0;72;68;4766;1431;9739;2568;75.8;231;86;317;53;15;9.3;1283;2.0;276;0.8;110;0;0.3;41;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
29/08/2021;8;6;131;668;1800;37.1;150;2.9;144226;18;0;-4.9;75;66;3502;1892;7771;2374;59.9;200;90;290;46;24;7.4;969;3.6;472;0.8;105;0;0.3;39;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
30/08/2021;8;0;144;667;1800;37.1;157;4.0;164961;23;1;4.8;59;116;2431;1724;6892;2459;84.5;261;137;398;52;37;8.3;1195;3.3;475;0.8;115;0;0.3;43;0;0;0;0;épidemie;True;Vacances d'été;1;53;1;0;1
31/08/2021;8;1;166;672;1800;37.3;150;2.0;176040;33;0;-0.2;62;67;3440;1509;8309;2025;58.4;236;112;348;60;14;11.8;1959;3.2;531;0.8;133;0;0.3;50;0;0;0;0;grève;True;Vacances d'été;1;53;1;0;1
01/09/2021;9;2;150;663;1800;36.8;150;2.4;171377;26;0;8.5;61;66;3381;1437;7275;2458;75.4;255;123;378;52;12;8.6;1290;2.5;375;0.8;120;0;0.3;45;0;0;0;0;grève;False;;1;26;1;0;1
02/09/2021;9;3;146;659;1800;36.6;150;2.8;123363;20;0;4.8;73;65;3085;1404;8705;1892;80.3;259;120;379;60;20;11.4;1664;2.4;350;0.8;117;0;0.3;44;0;0;0;0;grève;False;;1;26;1;0;1
03/09/2021;9;4;135;649;1800;36.1;150;4.7;126778;42;0;-2.9;65;64;4570;1619;6615;2224;90.6;232;122;354;54;11;5.3;716;3.3;446;0.8;108;0;0.3;40;0;0;0;0;grève;False;;1;26;1;0;1
04/09/2021;9;5;140;651;1800;36.2;167;5.0;161080;26;0;1.4;67;65;3211;1948;9189;2090;89.0;212;106;318;45;13;5.8;812;4.0;560;0.8;112;0;0.3;42;0;0;0;0;grève;False;;1;26;1;0;1
05/09/2021;9;6;128;649;1800;36.1;150;4.4;112725;32;0;4.8;71;64;4267;1617;8586;3411;88.1;226;94;320;62;14;11.6;1485;2.5;320;0.8;102;0;0.3;38;0;0;0;0;grève;False;;1;26;1;0;1
06/09/2021;9;0;139;645;1800;35.8;151;3.9;115550;32;0;1.7;71;64;4895;1823;6794;2500;74.9;258;105;363;49;15;5.9;820;3.8;528;0.8;111;0;0.3;42;0;0;0;0;grève;False;;1;26;1;0;1
07/09/2021;9;1;142;630;1800;35.0;169;3.9;158365;30;0;3.5;64;63;3289;1629;8539;1964;83.4;238;130;368;66;8;10.2;1448;3.0;426;0.8;114;0;0.3;43;0;0;0;0;grève;False;;1;26;1;0;1
08/09/2021;9;2;130;617;1800;34.3;150;5.6;147445;26;0;2.7;67;61;3844;1722;8515;1939;78.8;251;126;377;55;16;8.1;1053;3.7;481;0.8;104;0;0.3;39;0;0;0;0;grève;False;;1;26;1;0;1
09/09/2021;9;3;130;607;1800;33.7;150;4.8;112458;32;0;6.2;67;60;4636;1514;8858;1826;79.5;249;116;365;55;11;7.8;1014;2.0;260;0.8;104;0;0.3;39;0;0;0;0;grève;False;;1;26;1;0;1
10/09/2021;9;4;124;600;1800;33.3;150;4.0;141576;33;0;4.4;72;60;3800;1588;9153;2038;72.7;233;118;351;52;11;9.6;1190;3.4;422;0.8;99;0;0.3;37;0;0;0;0;grève;False;;1;26;1;0;1
11/09/2021;9;5;146;604;1800;33.6;167;6.4;156907;38;0;2.4;68;60;3998;1395;6314;2015;87.7;202;100;302;55;22;10.1;1475;3.6;526;0.8;117;0;0.3;44;0;0;0;0;grève;False;;1;26;1;0;1
12/09/2021;9;6;136;609;1800;33.8;150;7.4;137092;35;0;2.6;73;60;4231;1652;7991;2027;69.1;192;88;280;41;15;11.5;1564;3.6;490;0.8;109;0;0.3;41;0;0;0;0;grève;False;;1;26;1;0;1
13/09/2021;9;0;153;618;1800;34.3;180;2.6;173211;28;0;-1.8;62;61;3862;1492;8092;2094;63.9;226;131;357;53;14;6.8;1040;3.5;536;0.8;122;0;0.3;46;0;0;0;0;grève;False;;1;26;1;0;1
14/09/2021;9;1;121;604;1800;33.6;150;5.3;117092;34;0;8.3;55;60;3807;1708;8311;2645;81.5;241;122;363;49;13;9.9;1198;2.3;278;0.8;97;0;0.3;36;0;0;0;0;grève;False;;1;26;1;0;1
15/09/2021;9;2;122;599;1800;33.3;150;9.1;107067;31;0;14.2;73;59;3633;1436;8255;2330;63.7;251;112;363;52;16;7.4;903;2.8;342;0.8;98;0;0.3;37;0;0;0;0;grève;False;;1;26;1;0;1
16/09/2021;9;3;135;602;1800;33.4;150;4.9;123382;22;0;1.0;65;60;3372;1686;9223;2538;76.6;275;136;411;63;12;10.0;1350;2.2;297;0.8;108;0;0.3;40;0;0;0;0;normal;False;;1;26;1;0;1
17/09/2021;9;4;134;609;1800;33.8;150;4.7;134277;31;0;2.5;77;60;4226;1631;7006;2010;89.0;260;130;390;53;13;6.0;804;2.4;322;0.8;107;0;0.3;40;0;0;0;0;normal;False;;1;26;1;0;1
18/09/2021;9;5;128;597;1800;33.2;150;4.4;129604;28;0;6.3;83;59;3647;1643;8230;2245;80.3;207;101;308;49;11;8.2;1050;2.3;294;0.8;102;0;0.3;38;0;0;0;0;grève;False;;1;26;1;0;1
19/09/2021;9;6;132;595;1800;33.1;150;5.2;148135;34;0;6.3;81;59;4541;1681;8246;2058;76.5;213;112;325;58;23;6.3;832;2.2;290;0.8;106;0;0.3;40;0;0;0;0;grève;False;;1;26;1;0;1
20/09/2021;9;0;148;591;1800;32.8;162;5.6;165248;25;1;2.9;72;109;4610;1508;8136;2392;66.6;280;122;402;64;39;7.4;1095;3.2;474;0.8;118;0;0.3;44;0;0;0;0;épidemie;False;;1;26;1;0;1
21/09/2021;9;1;136;601;1800;33.4;150;2.6;140426;25;0;-1.7;59;60;3333;2353;7586;2265;63.5;237;114;351;58;17;10.0;1360;3.1;422;0.8;109;0;0.3;41;0;0;0;0;grève;False;;1;26;1;0;1
22/09/2021;9;2;142;614;1800;34.1;150;4.5;157949;42;0;9.4;72;61;4233;1667;10009;2821;81.3;253;100;353;54;25;6.6;937;2.0;284;0.8;114;0;0.3;43;0;0;0;0;grève;False;;1;26;1;0;1
23/09/2021;9;3;136;615;1800;34.2;150;2.0;119232;38;0;4.8;54;61;4941;1613;9150;2118;75.7;273;113;386;63;12;9.8;1333;3.2;435;0.8;109;0;0.3;41;0;0;0;0;normal;False;;1;26;1;0;1
24/09/2021;9;4;126;609;1800;33.8;150;4.2;103323;28;0;3.0;72;60;3564;1770;10257;2058;82.3;238;139;377;56;11;8.5;1071;2.2;277;0.8;101;0;0.3;38;0;0;0;0;grève;False;;1;26;1;0;1
25/09/2021;9;5;134;613;1800;34.1;150;3.1;154027;20;0;-0.8;49;61;4528;1493;8904;2419;58.3;202;82;284;54;12;5.6;750;2.0;268;0.8;107;0;0.3;40;0;0;0;0;grève;False;;1;26;1;0;1
26/09/2021;9;6;119;605;1800;33.6;150;5.0;98796;33;0;2.3;72;60;4328;1532;9181;2352;84.4;230;90;320;47;14;7.7;916;3.4;405;0.8;95;0;0.3;36;0;0;0;0;grève;False;;1;26;1;0;1
27/09/2021;9;0;131;594;1800;33.0;150;2.0;117726;31;0;-5.2;59;59;4432;1767;8424;2495;92.3;264;120;384;56;16;11.1;1454;2.4;314;0.8;105;0;0.3;39;0;0;0;0;normal;False;;1;26;1;0;1
28/09/2021;9;1;120;584;1800;32.4;150;3.7;129375;26;0;5.0;68;58;3661;1817;9810;2381;89.1;238;105;343;48;7;11.9;1428;2.9;348;0.8;96;0;0.3;36;0;0;0;0;grève;False;;1;26;1;0;1
29/09/2021;9;2;138;581;1800;32.3;150;5.9;133002;29;0;5.9;69;58;4848;1824;8796;2267;77.5;266;103;369;63;17;7.6;1049;2.0;276;0.8;110;0;0.3;41;0;0;0;0;grève;False;;1;26;1;0;1
30/09/2021;9;3;116;568;1800;31.6;150;3.5;133461;36;0;2.9;56;56;3737;1366;8455;2219;70.8;256;134;390;60;14;5.4;626;3.0;348;0.8;93;0;0.3;35;0;0;0;0;normal;False;;1;26;1;0;1
01/10/2021;10;4;150;584;1800;32.4;150;2.0;137879;32;0;-1.8;60;58;4120;1524;9677;2169;74.0;255;125;380;62;12;5.9;885;2.0;300;0.8;120;0;0.3;45;0;0;0;0;normal;False;;1;21;2;1;2
02/10/2021;10;5;136;585;1800;32.5;150;4.9;109446;26;0;3.8;76;58;3880;1657;7325;1861;76.8;232;90;322;55;21;10.5;1428;1.9;258;0.8;109;0;0.3;41;0;0;0;0;grève;False;;1;21;2;1;2
03/10/2021;10;6;134;595;1800;33.1;150;3.6;123315;26;0;5.2;71;59;4196;1742;7806;2689;71.9;251;108;359;53;17;9.6;1286;2.5;335;0.8;107;0;0.3;40;0;0;0;0;grève;False;;1;21;2;1;2
04/10/2021;10;0;135;597;1800;33.2;150;4.2;139216;39;0;-1.0;65;59;3428;1700;10628;2705;72.3;236;120;356;56;13;7.0;945;3.5;472;0.8;108;0;0.3;40;0;0;0;0;grève;False;;1;21;2;1;2
05/10/2021;10;1;135;607;1800;33.7;150;3.4;128301;21;0;5.8;74;60;3306;1424;8916;2606;92.5;241;119;360;62;12;7.7;1040;1.9;256;0.8;108;0;0.3;40;0;0;0;0;grève;False;;1;21;2;1;2
06/10/2021;10;2;138;607;1800;33.7;150;7.5;139925;23;0;4.1;76;60;4039;1688;6237;2172;67.4;245;128;373;54;12;10.7;1477;1.8;248;0.8;110;0;0.3;41;0;0;0;0;grève;False;;1;21;2;1;2
07/10/2021;10;3;146;626;1800;34.8;150;2.2;167993;41;1;0.9;80;112;3648;1626;9063;2081;70.3;263;108;371;63;39;7.9;1153;1.6;234;0.8;117;0;0.3;44;0;0;0;0;grève;False;;1;21;2;1;2
08/10/2021;10;4;133;615;1800;34.2;150;8.8;154944;27;0;-0.2;72;61;3735;1664;7585;2484;80.5;262;118;380;56;10;10.3;1370;2.5;332;0.8;106;0;0.3;40;0;0;0;0;normal;False;;1;21;2;1;2
09/10/2021;10;5;127;609;1800;33.8;150;3.9;115111;28;0;1.4;71;60;4256;1399;8016;2079;94.6;221;81;302;52;12;7.1;902;2.2;279;0.8;102;0;0.3;38;0;0;0;0;grève;False;;1;21;2;1;2
10/10/2021;10;6;134;609;1800;33.8;150;4.8;131971;31;0;-1.8;55;60;3180;1411;10432;2670;73.5;225;90;315;53;16;10.1;1353;2.2;295;0.8;107;0;0.3;40;0;0;0;0;grève;False;;1;21;2;1;2
11/10/2021;10;0;121;600;1800;33.3;150;3.6;123379;30;0;3.2;71;60;4635;1999;9872;1680;63.8;273;119;392;56;9;8.3;1004;4.0;484;0.8;97;0;0.3;36;0;0;0;0;normal;False;;1;21;2;1;2
12/10/2021;10;1;129;597;1800;33.2;150;3.6;152174;19;0;4.4;70;59;4027;1810;10050;2219;59.7;252;111;363;60;11;8.8;1135;2.0;258;0.8;103;0;0.3;39;0;0;0;0;grève;False;;1;21;2;1;2
13/10/2021;10;2;137;596;1800;33.1;163;3.3;164324;34;0;6.9;64;59;4285;1576;7870;1995;95.5;249;130;379;58;20;9.2;1260;2.6;356;0.8;110;0;0.3;41;0;0;0;0;grève;False;;1;21;2;1;2
14/10/2021;10;3;138;591;1800;32.8;150;5.4;123394;34;0;3.4;85;59;4159;1576;8111;2684;59.9;245;115;360;69;14;8.2;1132;4.0;552;0.8;110;0;0.3;41;0;0;0;0;grève;False;;1;21;2;1;2
15/10/2021;10;4;139;595;1800;33.1;150;2.4;151620;28;0;3.8;73;59;4179;2027;8506;2627;75.6;241;113;354;56;14;8.3;1154;1.6;222;0.8;111;0;0.3;42;0;0;0;0;grève;False;;1;21;2;1;2
16/10/2021;10;5;129;596;1800;33.1;150;5.0;122706;28;0;1.2;69;59;3368;1622;9146;2524;64.7;266;86;352;63;18;6.9;890;3.2;413;0.8;103;0;0.3;39;0;0;0;0;grève;False;;1;21;2;1;2
17/10/2021;10;6;133;595;1800;33.1;150;2.0;106831;27;0;-1.1;44;59;4518;1577;8130;2909;69.8;204;85;289;56;22;11.9;1583;2.4;319;0.8;106;0;0.3;40;0;0;0;0;grève;False;;1;21;2;1;2
18/10/2021;10;0;150;614;1800;34.1;154;4.9;120555;24;0;0.7;53;61;3936;1391;9702;2253;67.8;241;112;353;59;8;11.3;1695;3.8;570;0.8;120;0;0.3;45;0;0;0;0;grève;False;;1;21;2;1;2
19/10/2021;10;1;131;615;1800;34.2;150;5.8;128934;28;0;8.2;58;61;3714;1560;8820;2534;60.8;225;125;350;56;20;8.7;1140;3.8;498;0.8;105;0;0.3;39;0;0;0;0;grève;False;;1;21;2;1;2
20/10/2021;10;2;132;612;1800;34.0;151;2.6;131384;26;0;5.0;63;61;3881;1267;9608;1860;86.0;254;132;386;59;20;5.2;686;2.5;330;0.8;106;0;0.3;40;0;0;0;0;normal;False;;1;21;2;1;2
21/10/2021;10;3;142;615;1800;34.2;150;5.5;114882;26;1;4.2;60;111;4045;1678;7672;2193;77.9;227;125;352;59;44;6.2;880;2.1;298;0.8;114;0;0.3;43;0;0;0;0;grève;False;;1;21;2;1;2
22/10/2021;10;4;134;611;1800;33.9;150;4.6;144019;34;0;-4.6;72;61;4018;1849;8056;2363;72.5;264;124;388;59;6;11.0;1474;2.6;348;0.8;107;0;0.3;40;0;0;0;0;normal;False;;1;21;2;1;2
23/10/2021;10;5;136;616;1800;34.2;150;6.9;124794;31;0;3.9;71;61;4210;1846;8564;2044;70.9;209;93;302;55;21;11.5;1564;3.9;530;0.8;109;0;0.3;41;0;0;0;0;grève;True;Vacances de la Toussaint;1;21;2;1;2
24/10/2021;10;6;151;627;1800;34.8;179;3.2;154618;26;0;-2.6;73;62;4618;1406;7820;2321;81.5;236;98;334;56;15;6.1;921;2.2;332;0.8;121;0;0.3;45;0;0;0;0;grève;True;Vacances de la Toussaint;1;21;2;1;2
25/10/2021;10;0;128;613;1800;34.1;150;8.7;117807;33;0;-2.2;75;61;3457;1157;9302;1769;77.7;254;129;383;54;17;10.1;1293;4.0;512;0.8;102;0;0.3;38;0;0;0;0;normal;True;Vacances de la Toussaint;1;21;2;1;2
26/10/2021;10;1;143;621;1800;34.5;150;2.0;123960;29;0;-1.7;64;62;4231;1638;9138;2435;90.9;256;118;374;57;19;9.4;1344;3.5;500;0.8;114;0;0.3;43;0;0;0;0;grève;True;Vacances de la Toussaint;1;21;2;1;2
27/10/2021;10;2;135;623;1800;34.6;154;4.0;129987;36;0;-0.1;80;62;3866;1858;8188;2194;72.1;272;124;396;59;16;7.1;958;2.2;297;0.8;108;0;0.3;40;0;0;0;0;normal;True;Vacances de la Toussaint;1;21;2;1;2
28/10/2021;10;3;138;620;1800;34.4;150;2.0;123221;27;0;6.4;63;62;4467;1265;8870;2073;78.6;253;113;366;65;8;8.1;1118;3.5;483;0.8;110;0;0.3;41;0;0;0;0;grève;True;Vacances de la Toussaint;1;21;2;1;2
29/10/2021;10;4;146;628;1800;34.9;150;7.3;148032;20;0;4.0;57;62;4644;1487;9881;2493;63.9;249;117;366;53;15;9.7;1416;1.6;234;0.8;117;0;0.3;44;0;0;0;0;grève;True;Vacances de la Toussaint;1;21;2;1;2
30/10/2021;10;5;138;629;1800;34.9;150;4.1;121375;31;0;-0.6;85;62;3994;1657;9179;2749;71.7;245;114;359;54;16;5.7;787;2.9;400;0.8;110;0;0.3;41;0;0;0;0;grève;True;Vacances de la Toussaint;1;21;2;1;2
